Candidate,Party,Criminal Cases,Education,Age,City
Anamika Sarkar,IND,0,Post Graduate,43,DHUBRI
Johirul Islam Khan,Purvanchal Janta Party (Secular),0,Graduate,36,DHUBRI
Mehbubar Rahman,RPI(A),0,10th Pass,46,DHUBRI
Mir Hussain Sarkar,IND,0,Graduate,28,DHUBRI
Nripen Das,Bharatiya National Janta Dal,0,10th Pass,45,DHUBRI
Nurul Islam Choudhury,AITC,0,Graduate Professional,67,DHUBRI
Rukunur Zaman,IND,0,8th Pass,41,DHUBRI
Shajahan Sheikh,Voters Party International,0,Post Graduate,49,DHUBRI
Shukur Ali,IND,0,12th Pass,26,DHUBRI
Surat Jaman Mondal,SUCI(C),0,Graduate,64,DHUBRI
Uttam Kumar Ray,IND, 1 ,Graduate,36,DHUBRI
Zabed Islam,Asom Gana Parishad,0,Graduate,51,DHUBRI
Rameswar Teli,BJP,0,10th Pass,48,DIBRUGARH
Apurba Saikia,IND,0,Graduate,44,DIBRUGARH
Bhaben Baruah,NPP, 1 ,12th Pass,59,DIBRUGARH
Dr. Titus Bhengra,Bahujan Mukti Party,0,Doctorate,60,DIBRUGARH
Israil Nanda,IND,0,10th Pass,62,DIBRUGARH
Md. Nurul Huda Imdadul Islam Saikia,IND,0,Graduate,51,DIBRUGARH
Paban Singh Ghatowar,INC,0,Graduate,67,DIBRUGARH
Rubul Buragohain,IND,0,10th Pass,43,DIBRUGARH
Queen Oja,BJP,0,Graduate,67,GAUHATI
Alimuddin Ahmed,IND,0,Post Graduate,47,GAUHATI
Bobbeeta Sharma,INC,0,Post Graduate,52,GAUHATI
Dr. Avijit Chakraborty,Bharatiya Gana Parishad,0,Graduate Professional,49,GAUHATI
Dr. Faruk Ahmed Bhuyan,IND,0,Others,40,GAUHATI
Junmoni Devi Khaund,IND,0,Post Graduate,43,GAUHATI
Mamoni Sarma,Purvanchal Janta Party (Secular),0,10th Pass,55,GAUHATI
Manoj Sharma,AITC, 5 ,10th Pass,45,GAUHATI
Pankaj Das,Swarna Bharat Party,0,Post Graduate,48,GAUHATI
Partha Pratim Baruah,Voters Party International,0,Post Graduate,30,GAUHATI
Rajib Kakati,Hindusthan Nirman Dal,0,Graduate,46,GAUHATI
Ratul Kumar Choudhury,SP,0,Graduate,47,GAUHATI
Rubi Neog,National Republican Congress,0,Graduate,40,GAUHATI
Sadek Ali,RPI(A), 2 ,10th Pass,48,GAUHATI
Sri Shankha Sinha,IND,0,12th Pass,46,GAUHATI
Upamanyu Hazarika,IND,0,Graduate Professional,53,GAUHATI
Utpal Borgohain,IND,0,Graduate,62,GAUHATI
Topon Kumar Gogoi,BJP,0,Post Graduate,50,JORHAT
Arbin Kumar Boruah,IND,0,10th Pass,34,JORHAT
Kamala Raj Konwar,NPP,0,10th Pass,60,JORHAT
Kanak Gogoi,CPI,0,Post Graduate,42,JORHAT
Nandita Nag,IND,0,Post Graduate,47,JORHAT
Raj Kumar Duwara,AIFB,0,10th Pass,53,JORHAT
Ribulaya Gogoi,AITC,0,Graduate,38,JORHAT
Sushanta Borgohain,INC,0,Graduate,44,JORHAT
Gaurav Gogoi,INC,0,Post Graduate,36,KALIABOR
Abdul Aziz,NPP,0,Graduate,60,KALIABOR
Md. Hariqul Islam Bhuyan,Asom Jana Morcha,0,Graduate Professional,51,KALIABOR
Moni Madhab Mahanta,Asom Gana Parishad,0,Post Graduate,41,KALIABOR
Shree Diganta Kumar Saikia,Hindusthan Nirman Dal, 1 ,10th Pass,48,KALIABOR
Sri Bhaskar Sarmah,IND,0,12th Pass,33,KALIABOR
Sri Jiten Gogoi,IND, 1 ,8th Pass,57,KALIABOR
Kripanath Mallah,BJP,0,Graduate,46,KARIMGANJ
Ajoy Kumar Sarkar,AIFB,0,12th Pass,64,KARIMGANJ
Anupam Singha,IND,0,12th Pass,34,KARIMGANJ
Chandan Das,AITC,0,12th Pass,27,KARIMGANJ
Hiralal Rabidas,IND,0,8th Pass,43,KARIMGANJ
Nikhil Ranjan Das,Hindusthan Nirman Dal,0,10th Pass,50,KARIMGANJ
Parikshit Roy,IND,0,10th Pass,48,KARIMGANJ
Probash Chandra Sarkar,SUCI(C),0,12th Pass,47,KARIMGANJ
Rabindra Chandra Das,IND,0,8th Pass,52,KARIMGANJ
Radheshyam Biswas,AIUDF,0,12th Pass,66,KARIMGANJ
Raju Das,IND,0,Graduate,43,KARIMGANJ
Ramnarayan Suklabaidya,IND,0,5th Pass,59,KARIMGANJ
Satyajit Das,IND,0,10th Pass,35,KARIMGANJ
Swarup Das,INC, 1 ,Graduate,37,KARIMGANJ
Naba Kumar Sarania,IND, 5 ,12th Pass,50,KOKRAJHAR
Biraj Deka,CPI(M),0,Post Graduate,26,KOKRAJHAR
Charan Iswary,Purvanchal Janta Party (Secular),0,10th Pass,39,KOKRAJHAR
Pramila Rani Brahma,Bodoland Peoples Front,0,Graduate,69,KOKRAJHAR
Prasanjit Kumar Das,IND,0,10th Pass,32,KOKRAJHAR
Rajesh Narzary,Voters Party International,0,12th Pass,45,KOKRAJHAR
Ranjoy Kr. Brahma,IND,0,Post Graduate,30,KOKRAJHAR
Sabda Ram Rabha,INC,0,Graduate Professional,50,KOKRAJHAR
Urkhao Gwra Brahma,"United Peoples Party, Liberal",0,Graduate,56,KOKRAJHAR
Pradan Baruah,BJP,0,12th Pass,53,LAKHIMPUR
Amiya Kumar Handique,CPI(M),0,Post Graduate,65,LAKHIMPUR
Anil Borgohain,INC,0,10th Pass,51,LAKHIMPUR
Anup Pratim Borbaruah,NCP,0,Post Graduate,51,LAKHIMPUR
Arup Kalita,CPI,0,Graduate Professional,51,LAKHIMPUR
Bhupen Narah,Voters Party International,0,Post Graduate,56,LAKHIMPUR
Dilip Moran,Assam Dristi Party,0,12th Pass,52,LAKHIMPUR
Hem Kanta Miri,SUCI(C),0,Graduate Professional,37,LAKHIMPUR
Md Ambaz Uddin,IND,0,10th Pass,51,LAKHIMPUR
Probhu Lal Vaisnava,IND,0,12th Pass,44,LAKHIMPUR
Ubaidur Rahman,Asom Jana Morcha,0,5th Pass,36,LAKHIMPUR
Shri Dilip Saikia,BJP,0,Graduate,45,MANGALDOI
Ainul Haque,Asom Jana Morcha,0,10th Pass,36,MANGALDOI
Bhubaneswar Kalita,INC,0,Post Graduate,67,MANGALDOI
Gandheswar Mochahari,Voters Party International,0,12th Pass,47,MANGALDOI
Jayanta Kumar Kalita,IND,0,Graduate,41,MANGALDOI
Kazi Nekib Ahmed,IND,0,Graduate,60,MANGALDOI
Mani Ram Basumatari,Hindusthan Nirman Dal,0,10th Pass,41,MANGALDOI
Prodeep Kumar Daimary,IND,0,Post Graduate,55,MANGALDOI
Sri Biren Basak,Bharatiya Gana Parishad,0,12th Pass,44,MANGALDOI
Sudhendu Mohan Talukdar,AITC,0,Graduate,43,MANGALDOI
Swarnalata Chaliha,SUCI(C),0,Post Graduate,44,MANGALDOI
Pradyut Bordoloi,INC,0,Post Graduate,59,NAWGONG
Azgor Ali,Purvanchal Janta Party (Secular),0,10th Pass,38,NAWGONG
Sahadeb Das,AITC, 1 ,Post Graduate,54,NAWGONG
Saiful Islam Choudhury,Asom Jana Morcha,0,Graduate Professional,52,NAWGONG
Sri Rupak Sharma,BJP,0,Graduate,46,NAWGONG
Sukanta Mazumdar,Bharatiya Gana Parishad,0,12th Pass,36,NAWGONG
Zakir Hussain,IND,0,Graduate,43,NAWGONG
Rajdeep Roy,BJP,0,Post Graduate,48,SILCHAR
Ashitava Dutta,IND,0,Post Graduate,44,SILCHAR
Ashutosh Bhattacharjee,IND,0,10th Pass,42,SILCHAR
Badrul Islam Barbhuiya,AIFB,0,Graduate,44,SILCHAR
Hitabrata Roy,AITC,0,Graduate Professional,76,SILCHAR
Mohendra Chandra Das,IND,0,8th Pass,44,SILCHAR
Nazia Yasmin Mazumdar,NPP,0,Graduate Professional,38,SILCHAR
Nazmul Haque Laskar,IND,0,10th Pass,48,SILCHAR
Puran Lal Goala,IND,0,10th Pass,29,SILCHAR
Sabindra Das,IND,0,Literate,48,SILCHAR
Shuvadip Datta,IND,0,12th Pass,53,SILCHAR
Shyam Deo Kurmi,SUCI(C),0,Post Graduate,66,SILCHAR
Smt. Sushmita Dev,INC, 1 ,Post Graduate,46,SILCHAR
Pallab Lochan Das,BJP,0,Graduate,41,TEZPUR
Bijoy Kumar Tiru,IND,0,Graduate,68,TEZPUR
M.G.V.K. Bhanu,INC,0,Post Graduate,60,TEZPUR
Mahendra Bhuyan,NCP, 2 ,Graduate,67,TEZPUR
Mahendra Orang,Voters Party International,0,10th Pass,41,TEZPUR
Ram Bahadur Sunar,NPP,0,Graduate Professional,50,TEZPUR
Ziabur Rahman Khan,IND, 2 ,10th Pass,36,TEZPUR
Pradeep Kumar Singh,BJP, 3 ,10th Pass,52,ARARIA
Abdul Wahid Khan,IND, 1 ,10th Pass,69,ARARIA
Md Matin,IND, 1 ,Literate,31,ARARIA
Md Minhaz Alam,IND,0,10th Pass,33,ARARIA
Md Mobinul Haque,IND,0,Post Graduate,46,ARARIA
Mukesh Singh,IND,0,8th Pass,36,ARARIA
Ram Narayan Bharti,BSP,0,Post Graduate,46,ARARIA
Ramanand Rishideo,IND,0,12th Pass,66,ARARIA
Sarfaraz Alam,RJD, 6 ,Graduate,50,ARARIA
Shaheen Praveen,IND, 1 ,Others,28,ARARIA
Sudama Singh,Bihar Lok Nirman Dal, 2 ,10th Pass,54,ARARIA
Tarachand Paswan,Bahujan Mukti Party, 2 ,10th Pass,60,ARARIA
R. K. Singh,BJP, 1 ,Graduate Professional,66,ARRAH
Anil Kumar Singh,Pragatishil Samajwadi Party (Lohia),0,Doctorate,66,ARRAH
Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,0,Doctorate,45,ARRAH
Dr. Kumar Sheelbhadra,IND,0,Post Graduate,53,ARRAH
Krishna Paswan,Bhartiya Kranti Vir Party, 1 ,12th Pass,48,ARRAH
Lakshaman Kumar Ojha,IND,0,Graduate,48,ARRAH
Manoj Yadav,BSP,0,Graduate,38,ARRAH
Raj Giri Bhagat,Shoshit Samaj Dal,0,12th Pass,70,ARRAH
Raju Yadav,CPI(ML)(L), 1 ,Post Graduate,36,ARRAH
Ram Raj Singh,IND,0,Graduate,61,ARRAH
Shiv Das Singh,IND,0,12th Pass,80,ARRAH
Sushil Kumar Singh,BJP, 3 ,Post Graduate,53,AURANGABAD
Avinash Kumar,Peoples Party of India (Democratic),0,Post Graduate,35,AURANGABAD
Dhirendra Kumar Singh,IND,0,Graduate,62,AURANGABAD
Dr Dharmendra Kumar,Akhil Hind Forward Bloc (Krantikari), 1 ,Graduate,42,AURANGABAD
Naresh Yadav,BSP, 5 ,Literate,34,AURANGABAD
Santosh Kumar Sinha,IND,0,Graduate,43,AURANGABAD
Som Prakash,Swaraj Party (Loktantrik),0,Graduate,46,AURANGABAD
Upendra Prasad,Hindustani Awam Morcha (Secular),0,Post Graduate,55,AURANGABAD
Yogendra Ram,IND,0,Literate,58,AURANGABAD
Giridhari Yadav,JD(U), 1 ,Post Graduate,58,BANKA
Amarjeet Kumar,IND, 4 ,12th Pass,34,BANKA
Jai Prakash Narayan Yadav,RJD, 2 ,Post Graduate,65,BANKA
Kailash Prasad Singh,Pragatishil Samajwadi Party (Lohia),0,Graduate Professional,54,BANKA
Manoj Kumar Sah,IND,0,10th Pass,44,BANKA
Md. Mukhtar Alam,IND,0,8th Pass,32,BANKA
Md. Rafique Alam,BSP, 1 ,Graduate,50,BANKA
Mp Yadav,IND,0,8th Pass,50,BANKA
Mritiunjay Roy,IND,0,Literate,38,BANKA
Naresh Yadav,IND,0,Literate,35,BANKA
Neelu Devi,Bhartiya Dalit Party,0,8th Pass,43,BANKA
Pawan Thakur,IND,0,10th Pass,42,BANKA
Phesal Ansari,Bharatiya Momin Front,0,8th Pass,26,BANKA
Pramod Singh Weldone,IND, 4 ,10th Pass,50,BANKA
Pravin Kumar Jha,IND,0,12th Pass,46,BANKA
Putul Kumari,IND, 3 ,Post Graduate,61,BANKA
Rajkishor Prasad,JMM, 2 ,12th Pass,42,BANKA
Sanjiv Kumar Kunal,IND,0,Graduate,25,BANKA
Syed Alamdar Hussain,IND, 1 ,12th Pass,43,BANKA
Umakant Yadav,IND,0,Graduate Professional,68,BANKA
Giriraj Singh,BJP, 6 ,Graduate,66,BEGUSARAI
Amar Kumar,IND, 1 ,Literate,31,BEGUSARAI
Dhiraj Narain,IND,0,12th Pass,78,BEGUSARAI
Gaurav Kumar,Bhartiya Lokmat Rashtrwadi Party,0,Post Graduate,29,BEGUSARAI
Kanhaiya Kumar,CPI, 5 ,Doctorate,32,BEGUSARAI
Maksudan Paswan,Bahujan Mukti Party,0,Literate,57,BEGUSARAI
Md. Tanweer Hassan,RJD, 1 ,Doctorate,59,BEGUSARAI
Saurabh,IND,0,12th Pass,27,BEGUSARAI
Shambhu Kumar Singh,IND, 1 ,Doctorate,41,BEGUSARAI
Umesh Patel,Shoshit Samaj Dal,0,10th Pass,57,BEGUSARAI
Ajay Kumar Mandal,JD(U),0,8th Pass,41,BHAGALPUR
Abhishek Priyadarshi,IND,0,12th Pass,37,BHAGALPUR
Deepak Kumar,SUCI(C),0,Others,39,BHAGALPUR
Mohammad Ashiq Ibrahimi,BSP, 1 ,Doctorate,67,BHAGALPUR
Nurullah,IND,0,Graduate,43,BHAGALPUR
Satyendra Kumar,AAP,0,Graduate Professional,47,BHAGALPUR
Shailesh Kumar,RJD,0,12th Pass,43,BHAGALPUR
Sunil Kumar,IND,0,Graduate Professional,53,BHAGALPUR
Sushil Kumar Das,Bhartiya Dalit Party,0,10th Pass,68,BHAGALPUR
Ashwini Kumar Choubey,BJP, 3 ,Graduate,66,BUXAR
Anil Kumar,Jantantrik Vikas Party, 22 ,Graduate,46,BUXAR
Anil Kumar Rai,Rashtriya Dal United, 3 ,Post Graduate,56,BUXAR
Arvind Kumar Pandey,IND,0,Post Graduate,33,BUXAR
Binod Kumar Bikrant,Peoples Party of India (Democratic),0,Post Graduate,43,BUXAR
Dhanjit Singh,Voters Party International, 4 ,12th Pass,43,BUXAR
Jagadanand Singh,RJD, 1 ,Graduate Professional,75,BUXAR
Jay Prakash Ram,IND,0,12th Pass,26,BUXAR
Rakesh Kumar Rai,IND,0,10th Pass,45,BUXAR
Ranjit Singh,IND, 2 ,12th Pass,75,BUXAR
Ravi Raj,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,40,BUXAR
Santosh Kumar Yadav,Bahujan Mukti Party, 1 ,12th Pass,46,BUXAR
Sushil Kumar Singh,BSP, 1 ,Graduate Professional,50,BUXAR
Uday Narayan Rai,Suheldev Bhartiya Samaj Party,0,Graduate,34,BUXAR
Gopaljee Thakur,BJP,0,Post Graduate,49,DARBHANGA
Abdul Ajij,IND, 2 ,8th Pass,69,DARBHANGA
Abdul Bari Siddiqui,RJD,0,12th Pass,67,DARBHANGA
Md. Mukhtar,BSP, 1 ,Literate,54,DARBHANGA
Pankaj Kumar Singh,IND,0,10th Pass,44,DARBHANGA
Saguni Ray,IND,0,Literate,58,DARBHANGA
Sanjay Paswan,IND, 1 ,10th Pass,45,DARBHANGA
Saroj Kumar Chaudhary,Mithilanchal Mukti Morcha, 3 ,10th Pass,42,DARBHANGA
Vijay Kumar,JD(U), 3 ,12th Pass,55,GAYA
Dayanand Rajwanshi,Moolniwasi Samaj Party,0,Post Graduate,27,GAYA
Dilip Kumar,BSP,0,Graduate,48,GAYA
Din Dayal Bharti,NCP,0,12th Pass,47,GAYA
Giridhar Sapera,Bharatiya Rashtriya Morcha,0,12th Pass,38,GAYA
Jitan Ram Manjhi,Hindustani Awam Morcha (Secular), 3 ,Graduate,73,GAYA
Prakash Chandra,Public Mission Party,0,Graduate,53,GAYA
Rajesh Kumar Paswan,Aam Janta Party Rashtriya,0,10th Pass,38,GAYA
Rakesh Chaudhari,Moulik Adhikar Party,0,12th Pass,46,GAYA
Shiv Shankar,Ambedkarite Party of India, 1 ,Post Graduate,61,GAYA
Sunil Paswan,Bharat Bhrashtachar Mitao Party,0,10th Pass,52,GAYA
Umesh Rajak,Peoples Party of India (Democratic),0,Graduate Professional,49,GAYA
Vijay Kumar Chaudhari,Janta Dal Rashtravadi,0,Post Graduate,49,GAYA
Dr. Alok Kumar Suman,JD(U),0,Post Graduate,61,GOPALGANJ
Ajay Paswan,SHS, 2 ,Graduate,46,GOPALGANJ
Dilip Kumar Manjhi,IND,0,Graduate,44,GOPALGANJ
Dinanath Manjhi,IND,0,Graduate,40,GOPALGANJ
Gaya Ram,IND,0,Post Graduate,66,GOPALGANJ
Kunal Kishore Vivek,BSP,0,Post Graduate,29,GOPALGANJ
Om Prakash Manjhi,Jai Prakash Janata Dal, 1 ,Literate,37,GOPALGANJ
Ram Kumar Manjhi,IND,0,Graduate,39,GOPALGANJ
Suraj Kumar,IND,0,Post Graduate,29,GOPALGANJ
Surendra Ram S/O Ganesh Ram,RJD, 1 ,Graduate,41,GOPALGANJ
Surendra Ram S/O Late Chandradev Ram,IND, 3 ,Literate,46,GOPALGANJ
Uma Shankar Kharwar,IND,0,Graduate Professional,64,GOPALGANJ
Pashupati Kumar Paras,LJP, 1 ,Graduate Professional,66,HAJIPUR
Arvind Paswan,IND,0,12th Pass,33,HAJIPUR
Balendra Das,Jai Prakash Janata Dal, 2 ,Post Graduate,47,HAJIPUR
Dasai Chaudhary,NCP,0,Graduate,67,HAJIPUR
Jibas Paswan,SUCI(C), 1 ,10th Pass,45,HAJIPUR
Kumari Aashiki,Sathi Aur Aapka Faisala Party,0,Graduate Professional,30,HAJIPUR
Raj Kumar Paswan,IND,0,12th Pass,32,HAJIPUR
Rajgir Paswan,Bajjikanchal Vikas Party,0,Literate,41,HAJIPUR
Shivchandra Ram,RJD, 3 ,Graduate,49,HAJIPUR
Shiwani Kant,IND,0,Graduate,32,HAJIPUR
Umesh Das,BSP,0,10th Pass,47,HAJIPUR
Chandeshwar Prasad,JD(U), 3 ,10th Pass,68,JAHANABAD
Arbind Kumar,Rajnaitik Vikalp Party, 1 ,Doctorate,68,JAHANABAD
Arun Kumar,Rashtriya Samta Party (Secular), 3 ,Doctorate,60,JAHANABAD
Avinash Kumar,Bharatiya Bahujan Congress,0,Graduate,27,JAHANABAD
Chandra Prakash,IND,0,Post Graduate,37,JAHANABAD
Kunti Devi,CPI(ML)(L), 5 ,Literate,54,JAHANABAD
Mira Kumari Yadav,Shoshit Samaj Dal,0,Graduate,41,JAHANABAD
Nityanand Singh,BSP, 3 ,12th Pass,38,JAHANABAD
Rajendra Paswan,Lok Jan Vikas Morcha,0,Literate,67,JAHANABAD
Ramjee Kewat,Rashtriya mahan Gantantra Party,0,12th Pass,56,JAHANABAD
Sunil Kumar,Peoples Party of India (Democratic),0,Graduate,38,JAHANABAD
Surendra Prasad Yadav,RJD, 8 ,Post Graduate,60,JAHANABAD
Uma Shankar Verma,SUCI(C),0,Graduate,40,JAHANABAD
Chirag Kumar Paswan,LJP, 1 ,Graduate Professional,37,JAMUI
Ajay Kumar,Bhartiya Dalit Party, 1 ,Post Graduate,31,JAMUI
Balmiki Paswan,Hindusthan Nirman Dal,0,Graduate,60,JAMUI
Bhudeo Choudhary,Rashtriya Lok Samta Party, 3 ,Graduate,56,JAMUI
Pankaj Kumar Das,SUCI(C),0,12th Pass,35,JAMUI
Subhash Paswan,IND,0,Graduate,51,JAMUI
Virendra Kumar,IND,0,Graduate,60,JAMUI
Vishnu Priya,Bahujan Mukti Party,0,Graduate,32,JAMUI
Ramprit Mandal,JD(U), 1 ,10th Pass,63,JHANJHARPUR
Bablu Gupta,IND, 1 ,10th Pass,26,JHANJHARPUR
Bipin Kumar Singhwait,IND,0,Graduate Professional,29,JHANJHARPUR
Chhedi Ram,Bhartiya Mitra Party,0,Literate,40,JHANJHARPUR
Devendra Prasad Yadav,Samajwadi Janata Dal Democratic,0,Graduate,65,JHANJHARPUR
Ganga Prasad Yadav,Peoples Party of India (Democratic), 1 ,8th Pass,36,JHANJHARPUR
Ganpati Jha,IND, 2 ,10th Pass,53,JHANJHARPUR
Gulab Yadav,RJD, 2 ,Literate,51,JHANJHARPUR
Lakshman Prasad Yadav,RPI(A),0,12th Pass,34,JHANJHARPUR
Om Prakash Poddar,IND, 3 ,Post Graduate,45,JHANJHARPUR
Prabhat Prasad,Suheldev Bhartiya Samaj Party,0,12th Pass,65,JHANJHARPUR
Raj Kumar Singh,BSP,0,Graduate Professional,63,JHANJHARPUR
Ramanand Thakur,SHS, 1 ,Post Graduate,48,JHANJHARPUR
Ramesh Kamat,Aam Adhikar Morcha,0,Post Graduate,32,JHANJHARPUR
Ratneshwar Jha,Aadarsh Mithila Party,0,12th Pass,55,JHANJHARPUR
Sanjay Bhartia,IND,0,Post Graduate,31,JHANJHARPUR
Surendra Prasad Suman,AIFB,0,Graduate,51,JHANJHARPUR
Mahabali Singh,JD(U), 3 ,8th Pass,64,KARAKAT
Abhiram Priyadarshi,IND,0,10th Pass,30,KARAKAT
Arif Isain Husain,Janta Dal Rashtravadi,0,Graduate,38,KARAKAT
Basudeo Hazarika,IND,0,8th Pass,54,KARAKAT
Dharmendra Singh,IND,0,Graduate,48,KARAKAT
Ghanshyam Tiwari,SP,0,Post Graduate,39,KARAKAT
Gorakh Ram,Voters Party International, 3 ,Post Graduate,48,KARAKAT
Jyoti Rashmi,Rashtra Sewa Dal, 4 ,12th Pass,35,KARAKAT
Kamlesh Ram (Prasad),Suheldev Bhartiya Samaj Party,0,8th Pass,42,KARAKAT
Kumar Saurabh,IND,0,Post Graduate,39,KARAKAT
Mamta Pandey,Rashtriya Samta Party (Secular),0,12th Pass,43,KARAKAT
Manoj Singh Kushvaha,Jai Prakash Janata Dal, 3 ,Graduate Professional,45,KARAKAT
Mohammad Atahar Hussain,Ambedkar National Congress,0,Post Graduate,48,KARAKAT
Nand Kishor Yadav,Swaraj Party (Loktantrik),0,Graduate,50,KARAKAT
Neelam Kumari,IND, 1 ,Graduate Professional,53,KARAKAT
Pradeep Chouhan,Bihar Lok Nirman Dal, 1 ,12th Pass,42,KARAKAT
Prakash Chandra Goyal,Peoples Party of India (Democratic),0,Doctorate,36,KARAKAT
Prithvi Nath Prasad,Asli Deshi Party,0,Graduate,51,KARAKAT
Punam Devi,IND,0,Graduate,39,KARAKAT
Raj Narayan Tiwari,BSP,0,12th Pass,45,KARAKAT
Raja Ram Singh,CPI(ML)(L), 3 ,Graduate,63,KARAKAT
Ram Ayodhya Singh,IND,0,10th Pass,47,KARAKAT
Rameshwar Singh,IND,0,Graduate,65,KARAKAT
Ramji Singh Kanta,Akhil Hind Forward Bloc (Krantikari),0,10th Pass,62,KARAKAT
Shashikant Singh,Bharatiya Momin Front,0,12th Pass,41,KARAKAT
Upendra Kushwaha,Rashtriya Lok Samta Party, 5 ,Post Graduate,56,KARAKAT
Usha Sharan,Shoshit Samaj Dal, 1 ,12th Pass,59,KARAKAT
Dulal Chandra Goswami,JD(U), 1 ,Graduate,51,KATIHAR
Abdur Rahman,Peoples Party of India (Democratic),0,12th Pass,56,KATIHAR
Basukinath Sah,Bharatiya Bahujan Congress,0,5th Pass,30,KATIHAR
Ganga Kebat,Rashtriya Jansambhavna Party,0,10th Pass,49,KATIHAR
Marang Hansda,Bahujan Mukti Party,0,Others,39,KATIHAR
Muhammad Shakur,NCP,0,Graduate,76,KATIHAR
Samir Kumar Jha,IND,0,12th Pass,41,KATIHAR
Shah Tariq Anwar,INC, 1 ,Graduate,68,KATIHAR
Shivnandan Mandal,BSP,0,Literate,81,KATIHAR
Choudhary Mahbub Ali Kaisar,LJP, 1 ,Graduate,52,KHAGARIA
Bandan Kumar Singh,IND,0,10th Pass,27,KHAGARIA
Dhirendra Choudhary,Aam Adhikar Morcha,0,8th Pass,38,KHAGARIA
Kundan Kumar,IND,0,Graduate,27,KHAGARIA
Madhuvala Devi,Aam Janta Party Rashtriya,0,12th Pass,51,KHAGARIA
Moni Kumar,Bahujan Mukti Party,0,12th Pass,35,KHAGARIA
Mukesh Sahani,Vikassheel Insaan Party, 4 ,8th Pass,40,KHAGARIA
Nagendra Singh Tyagi,IND, 4 ,Graduate,44,KHAGARIA
Parmanand Singh,IND, 3 ,10th Pass,54,KHAGARIA
Priyadarshi Dinkar,IND,0,Graduate,31,KHAGARIA
Ramakant Choudhari,BSP,0,Literate,44,KHAGARIA
Sandip Kumar Saket,SHS,0,Graduate,37,KHAGARIA
Sangram Kumar Sada,IND,0,Graduate,37,KHAGARIA
Shiv Narayan Singh,IND,0,12th Pass,47,KHAGARIA
Sobha Devi,IND,0,Literate,32,KHAGARIA
Sunil Yadav,Garib Janshakti Party,0,8th Pass,33,KHAGARIA
Tej Bahadur Singh,Proutist Sarva Samaj,0,Graduate,76,KHAGARIA
Umesh Chandra Bharti,Aadarsh Mithila Party, 1 ,Literate,58,KHAGARIA
Upendra Sahani,Rashtriya Jansambhavna Party,0,Graduate,46,KHAGARIA
Vinay Kumar Varun,Janhit Kisan Party,0,Graduate,48,KHAGARIA
Dr. Mohammad Jawed,INC, 1 ,Graduate Professional,54,KISHANGANJ
Akhtarul Iman,All India Majlis-E-Ittehadul Muslimeen, 4 ,Post Graduate,55,KISHANGANJ
Alimuddin Ansari,AAP,0,10th Pass,64,KISHANGANJ
Asad Alam,IND,0,Literate,38,KISHANGANJ
Azimuddin,IND,0,12th Pass,75,KISHANGANJ
Chhote Lal Mahto,IND,0,Literate,42,KISHANGANJ
Haserul,IND,0,5th Pass,43,KISHANGANJ
Indra Deo Paswan,BSP,0,Graduate Professional,46,KISHANGANJ
Javed Akhter,AITC, 2 ,Graduate,53,KISHANGANJ
Pradeep Kumar Singh,SHS,0,10th Pass,36,KISHANGANJ
Rajendra Paswan,Bahujan Mukti Party, 1 ,8th Pass,59,KISHANGANJ
Rajesh Kumar Dubey,IND,0,Graduate,42,KISHANGANJ
Shukal Murmu,JMM,0,Not Given,50,KISHANGANJ
Syed Mahmood Ashraf,JD(U), 4 ,12th Pass,54,KISHANGANJ
Dinesh Chandra Yadav,JD(U), 1 ,Graduate Professional,67,MADHEPURA
Anil Bharti,Rashtravadi Janata Party,0,Post Graduate,49,MADHEPURA
Jaykant Yadav,IND,0,Post Graduate,44,MADHEPURA
Manoj Kumar Manda,Aam Adhikar Morcha,0,10th Pass,45,MADHEPURA
Mohammad Arshad Hussain,IND,0,Post Graduate,43,MADHEPURA
Rajesh Ranjan,Jan Adhikar Party (Loktantrik), 31 ,Graduate,51,MADHEPURA
Rajiv Kumar Yadav,Baliraja Party,0,Graduate,30,MADHEPURA
Rajo Sah,IND,0,Literate,39,MADHEPURA
Sharad Yadav,RJD, 3 ,Graduate Professional,71,MADHEPURA
Suman Kumar Jha,IND,0,Post Graduate,57,MADHEPURA
Suresh Kumar Bharti,Asli Deshi Party,0,Graduate,37,MADHEPURA
Umashankar,Bahujan Mukti Party,0,12th Pass,34,MADHEPURA
Vinay Kumar Mishra,IND,0,Graduate,39,MADHEPURA
Ashok Kumar Yadav,BJP, 1 ,Doctorate,49,MADHUBANI
Abhijit Kumar Singh,IND, 1 ,12th Pass,58,MADHUBANI
Abubakar Rahmani,IND,0,Post Graduate,30,MADHUBANI
Anand Kumar Jha,Akhil Bhartiya Mithila Party,0,Post Graduate,39,MADHUBANI
Anil Kumar Sah,IND, 3 ,Literate,35,MADHUBANI
Dhaneshwar Mahto,Bhartiya Mitra Party, 1 ,Literate,43,MADHUBANI
Dr. Shakeel Ahmad,INC, 1 ,Graduate Professional,63,MADHUBANI
Hema Jha,IND,0,10th Pass,57,MADHUBANI
Md. Khalique Ansari,Pragatishil Samajwadi Party (Lohia),0,8th Pass,26,MADHUBANI
Raju Kumar Raj,IND,0,5th Pass,54,MADHUBANI
