Candidate,Party,Criminal Cases,Education,Age,City
ANANDKUMAR. K,IND,0,8th Pass,41,Dharmapuri
ANNADURAI. K,UMK,0,Not Given,40,Dharmapuri
ARIVAZHAGAN. P,IND,0,12th Pass,38,Dharmapuri
ASHOKAN. G,KNMK, 1 ,Not Given,35,Dharmapuri
ELANGOVAN. V,DMDK,0,Not Given,59,Dharmapuri
GUNASEKARAN. D,MMKA,0,Post Graduate,38,Dharmapuri
KARUPPUSAMY. S,IND,0,Not Given,25,Dharmapuri
MANI. R,IND,0,Others,66,Dharmapuri
PURUSOTHAMAN. V,BSP,0,Graduate Professional,61,Dharmapuri
RADHAKRISHNAN. R,IND,0,Graduate,53,Dharmapuri
RAJA. A,IND,0,12th Pass,47,Dharmapuri
SENTHIL. R. DR.,PMK, 1 ,Doctorate,47,Dharmapuri
SIVAN. K,IND,0,12th Pass,37,Dharmapuri
SRIRAMACHANDRAN,IND,0,10th Pass,28,Dharmapuri
CHITTHAN N S V,INC,0,Graduate,75,Dindigul
BAALASUBRAMANI P,ADMK,0,12th Pass,53,Dindigul
DAISY RANI S,RKSP, 1 ,10th Pass,46,Dindigul
DHANASEELI K,IND,0,12th Pass,33,Dindigul
DURAI K,IND,0,10th Pass,27,Dindigul
KARUPPUSAMY P,IND,0,8th Pass,45,Dindigul
LOGANATHAN V,SP,0,Graduate,29,Dindigul
MAHAMUNI S,IND,0,10th Pass,26,Dindigul
MANIKANDA PRABU G,IND,0,10th Pass,28,Dindigul
MOTILAL K.A,IND,0,8th Pass,53,Dindigul
MUTHUVELRAJ P,DMDK,0,Post Graduate,59,Dindigul
RAMARAJ P,IND,0,12th Pass,28,Dindigul
SADHASIVAM N,IND,0,Post Graduate,59,Dindigul
SELLAMUTHU K M,KNMK,0,8th Pass,38,Dindigul
SELVARAJ I,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,Others,40,Dindigul
SHEIK AYUB KHAN S,IND,0,Not Given,42,Dindigul
SRINIVASA BABU M,BSP,0,Graduate,31,Dindigul
SUBRAMANIAN R,IND,0,10th Pass,58,Dindigul
THANGAPANDIAN R,IND, 2 ,Not Given,38,Dindigul
GANESHAMURTHI.A.,MDMK, 1 ,Graduate,61,Erode
BALASUBRAMANIAM.C,KNMK,0,Post Graduate,47,Erode
CHRISTHURAJ.M.,IND,0,10th Pass,49,Erode
DEVI.M.,LJP,0,Literate,26,Erode
ELANGOVAN.E.V.K.S.,INC,0,Graduate,60,Erode
ELANGOVAN.K.K.S,IND,0,10th Pass,37,Erode
GOVANAM THANGAVEL.K.S.,IND,0,Literate,37,Erode
GOVINDHASAMY.P.,IND,0,5th Pass,45,Erode
JOE DAVID.D.,IND,0,Graduate Professional,33,Erode
KATHIRVEL.A,IND,0,8th Pass,45,Erode
KUPPUSAMY.R.,IND,0,Literate,61,Erode
MANOHARAN.V.,IND,0,10th Pass,57,Erode
MINNAL MURUGESH.R.,IND,0,5th Pass,42,Erode
PALANISAMY.N.P.,BJP,0,Graduate Professional,48,Erode
PERUMAL.S,IND,0,5th Pass,54,Erode
RAVICHANDRAN.M.,IND,0,10th Pass,41,Erode
SANMUGASUNDRAM.N.,IND,0,10th Pass,39,Erode
SENTHIL RAJA.M,IND,0,Not Given,34,Erode
SHANMUGAM.P.N.,IND,0,Doctorate,61,Erode
SHIVAKUMARI,BSP,0,Not Given,41,Erode
SIVASANKAR.S.,IND,0,Not Given,27,Erode
SUBRAMANIAM.K,IND,0,8th Pass,41,Erode
SUKUMARAN.E.R,IND,0,8th Pass,62,Erode
VIMALADEVI.S.,IND,0,12th Pass,33,Erode
SANKAR ADHI,DMK, 1 ,Graduate Professional,52,Kallakurichi
ANANDHADASS C,LJP,0,10th Pass,27,Kallakurichi
ARUN KENNEDI A,IND,0,10th Pass,44,Kallakurichi
DHANARAJ T,IND,0,Not Given,35,Kallakurichi
DHANARAJU K,PMK,0,Doctorate,52,Kallakurichi
DINESH M,IND,0,Others,32,Kallakurichi
GANESAN K,IND,0,Graduate,32,Kallakurichi
GOVINDARAJAN K M,Akila India Vallalar Peravai,0,Not Given,73,Kallakurichi
INIYADAYALAN G,IND,0,Not Given,56,Kallakurichi
KESAVAN ANNA,JMM,0,12th Pass,63,Kallakurichi
MANICKAM V,IND,0,Graduate,57,Kallakurichi
MANNAN M P,IND,0,Post Graduate,48,Kallakurichi
NALLATHAMBI C,IND,0,10th Pass,31,Kallakurichi
NAVARATTHINAM A,IND,0,Literate,33,Kallakurichi
RAJAMANICKAM K,IND,0,10th Pass,52,Kallakurichi
RAJENTHREN D,IND,0,5th Pass,50,Kallakurichi
RAJENTHREN M,IND,0,5th Pass,38,Kallakurichi
RAMAJAYAM P M,IND,0,Literate,52,Kallakurichi
RAMESH S,KNMK,0,Graduate Professional,32,Kallakurichi
SADEESH A,IND,0,12th Pass,30,Kallakurichi
SATHISH BABU S,IND,0,10th Pass,35,Kallakurichi
SELVAM K,IND,0,5th Pass,39,Kallakurichi
SENTHILKUMAR K,BSP,0,12th Pass,35,Kallakurichi
SIVARAMAN G,IND,0,Post Graduate,33,Kallakurichi
SUDHISH L K,DMDK,0,Graduate,41,Kallakurichi
VASU V,IND,0,5th Pass,50,Kallakurichi
VIJAYA RAJENDHAR T,IND,0,Post Graduate,52,Kallakurichi
YUVARAJ R,IND,0,10th Pass,34,Kallakurichi
VISWANATHAN.P,INC,0,Graduate,45,Kancheepuram
ANBURAAJ.R.K.,IND,0,10th Pass,43,Kancheepuram
DAHKSHNA MOORTHY.T,IND,0,10th Pass,40,Kancheepuram
JAWAHARLAL NEHRU.P,LJP,0,Post Graduate,42,Kancheepuram
JAYAKUMAR.P.S,IND,0,Post Graduate,50,Kancheepuram
MAGESH KUMAR.E,IND,0,Others,30,Kancheepuram
MANIMARAN.K,IND,0,10th Pass,38,Kancheepuram
MATHIYALAGAN.K,IND,0,8th Pass,33,Kancheepuram
"MINNAL SRINIVASAN. M.A.,M.PHIL.",IND,0,Not Given,37,Kancheepuram
MURUGASAN.B,IND,0,5th Pass,39,Kancheepuram
PAKKIRI AMBADKAR.K.V,JMM,0,10th Pass,42,Kancheepuram
RAMAKRISHNAN.DR.E,ADMK,0,Doctorate,57,Kancheepuram
RUPADEVI. R.V,IND,0,Post Graduate,42,Kancheepuram
SATHIYAVASAN. M.V.,IND,0,Not Given,40,Kancheepuram
SELVAM.G,IND,0,Post Graduate,33,Kancheepuram
SIVALINGAM.D,IND,0,8th Pass,43,Kancheepuram
SIVASANKARAN.A,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,Others,47,Kancheepuram
TAMILVENDAN.T,DMDK, 3 ,5th Pass,39,Kancheepuram
THIYAGARAJAN.M,IND,0,Graduate,33,Kancheepuram
UTHRAPATHI.K,BSP,0,Post Graduate,59,Kancheepuram
HELEN DAVIDSON J,DMK,0,Post Graduate,37,Kanniyakumari
ARUL THUMILAN .D,LJP,0,Graduate Professional,31,Kanniyakumari
AUSTIN . S,DMDK,0,Post Graduate,50,Kanniyakumari
BALASUBRAMANIAN T,ABHM, 2 ,Graduate,42,Kanniyakumari
BELLARMIN AV,CPM,0,Post Graduate,55,Kanniyakumari
EMMI,IND,0,Post Graduate,28,Kanniyakumari
JAYASINGH K,IND,0,Not Given,38,Kanniyakumari
JOHNSON S,IND,0,Not Given,45,Kanniyakumari
KUMAR C,IND,0,5th Pass,40,Kanniyakumari
LEKSHMANAN . S,IND,0,Not Given,42,Kanniyakumari
MANOHARAN,IND,0,Literate,31,Kanniyakumari
NALLATHAMBY C,IND,0,10th Pass,61,Kanniyakumari
PAULRAJ,IND, 1 ,Graduate Professional,44,Kanniyakumari
RADHAKRISHNAN .C.P,IND,0,Graduate,58,Kanniyakumari
RADHAKRISHNAN C,IND, 1 ,10th Pass,39,Kanniyakumari
RADHAKRISHNAN P,BJP,0,Graduate Professional,55,Kanniyakumari
SATHEES C,IND,0,10th Pass,25,Kanniyakumari
SIVAKAMI,BSP,0,Post Graduate,53,Kanniyakumari
SIVAKUMAR S,IND,0,Not Given,38,Kanniyakumari
THANKAMONY C,IND,0,Not Given,49,Kanniyakumari
VENU K,IND,0,Illiterate,41,Kanniyakumari
WILSON,IND,0,12th Pass,45,Kanniyakumari
TAMBIDURAI.M,ADMK, 2 ,Doctorate,62,Karur
AMALRAJ.M,IND,0,Not Given,33,Karur
ANNADURAI. V.M,IND,0,Graduate Professional,32,Karur
ARULRAJKUMAR. R,IND,0,Graduate Professional,33,Karur
ARUN. G,IND,0,Post Graduate,28,Karur
DHARMALINGAM.R,BSP,0,12th Pass,33,Karur
INNASI. A,IND,0,Post Graduate,45,Karur
KANAGARAJ. T,IND,0,10th Pass,36,Karur
KARVENTHAN. T,IND,0,10th Pass,30,Karur
LOGANATHAN. S,Samata Party,0,12th Pass,32,Karur
MANIKANDAN.M,IND,0,Not Given,33,Karur
MANIVANNAN. S,IND,0,Graduate Professional,36,Karur
MARUTHAIVEERAN.V,IND,0,Illiterate,43,Karur
MUTHUKUMAR.G,IND,0,Graduate Professional,36,Karur
NACHIMUTHU. V,IND,0,Not Given,37,Karur
NATARAJAN.R,KNMK,0,Graduate Professional,50,Karur
PALANISAMY. M,IND,0,10th Pass,34,Karur
PANDIAN. A,IND,0,Graduate Professional,36,Karur
PRABAHARAN. P,LJP,0,Post Graduate,37,Karur
RAMANATHAN.R,DMDK,0,12th Pass,53,Karur
SELVARAJ. K,IND,0,10th Pass,42,Karur
SHANKAR. K,IND,0,10th Pass,37,Karur
"SHANMUGAM,M",IND,0,Graduate,46,Karur
SHARFUDEEN. M,IND,0,5th Pass,46,Karur
SIVASAMY. P,IND,0,Graduate,26,Karur
SRINIVASAN. L,IND,0,Graduate,41,Karur
YOGENDRAN.M,IND,0,Graduate,28,Karur
SUGAVANAM. E.G.,DMK, 3 ,12th Pass,51,Krishnagiri
ANBARASAN. D.,DMDK,0,Post Graduate,44,Krishnagiri
BALAKRISHNAN. G.,BJP,0,Not Given,52,Krishnagiri
LATHA. G.,IND,0,12th Pass,44,Krishnagiri
MOORTHY. V.V.,BSP,0,Not Given,31,Krishnagiri
SAKTHIVEL. B.,LJP,0,Not Given,36,Krishnagiri
SELVARAJ. M.,KNMK,0,10th Pass,58,Krishnagiri
ALAGIRI M.K,DMK,0,Graduate,58,Madurai
ANAND K,IND,0,12th Pass,35,Madurai
DHARBAR RAJA,BSP, 2 ,5th Pass,47,Madurai
GOPAL R,IND,0,8th Pass,56,Madurai
KAVIARASU K,DMDK,0,12th Pass,35,Madurai
MOHAN P,CPM,0,Graduate,59,Madurai
MOTHILAL T.R,IND,0,Graduate,49,Madurai
NAGAMALAI M.A,IND,0,Literate,50,Madurai
PAULPANDY M,IND,0,8th Pass,50,Madurai
SIVAKUMAR T,IND,0,Graduate,35,Madurai
THANGAPANDI K,IND,0,8th Pass,42,Madurai
VEERADURAI S,IND,0,Graduate,49,Madurai
MANIAN O.S,ADMK, 1 ,12th Pass,53,Mayiladuthurai
ABDUL JALEEL A,IND,0,8th Pass,48,Mayiladuthurai
AHMED MARECAR M.H,IND,0,10th Pass,46,Mayiladuthurai
ARIVALAGAN S,IND,0,Not Given,33,Mayiladuthurai
BALAJI V,IND,0,Graduate Professional,27,Mayiladuthurai
DHAKSHINAMOORTHY M,IND,0,12th Pass,39,Mayiladuthurai
GANESAN S,Akila India Vallalar Peravai,0,10th Pass,68,Mayiladuthurai
GUNASEKARAN N,CPI(ML)(L),0,Not Given,47,Mayiladuthurai
JAYAKUMAR K.N,IND,0,5th Pass,40,Mayiladuthurai
JAYARAMAN V,IND,0,Not Given,61,Mayiladuthurai
KALIMUTHU SUDAR R,IND,0,5th Pass,63,Mayiladuthurai
KARTHIKEYAN S,BJP,0,Post Graduate,47,Mayiladuthurai
KRISHNAPPA A,IND,0,5th Pass,38,Mayiladuthurai
MANI SHANKAR AIYAR,INC,0,Post Graduate,68,Mayiladuthurai
NAGARAJAN K,IND,0,10th Pass,45,Mayiladuthurai
PANDIAN K,DMDK,0,Graduate,37,Mayiladuthurai
PRABUDHASAN S.M,IND,0,Post Graduate,31,Mayiladuthurai
RAJAKUMAR P,IND,0,Not Given,45,Mayiladuthurai
RAJAMANI M,IND,0,8th Pass,52,Mayiladuthurai
SAPTHARISHI L.V,BSP,0,Graduate,63,Mayiladuthurai
TIMOTHY T,IND,0,Illiterate,46,Mayiladuthurai
VENKATRAMANI R,IND,0,Others,28,Mayiladuthurai
ZAWAHIRULLAH DR M.H,MAMAK, 1 ,Doctorate,49,Mayiladuthurai
VIJAYAN A K S,DMK,0,12th Pass,47,Nagapattinam
DEVADOSS R,IND,0,Graduate Professional,49,Nagapattinam
MUNUSAMY V,IND,0,8th Pass,40,Nagapattinam
MUTHUKUMAR M,DMDK, 1 ,10th Pass,36,Nagapattinam
SELVARAJ M,CPI,0,Graduate,52,Nagapattinam
VEERAMUTHU G,BSP,0,Not Given,36,Nagapattinam
VEERASAMY P,IND,0,Post Graduate,29,Nagapattinam
GANDHISELVAN.S,DMK, 2 ,Post Graduate,46,Namakkal
DEVARASAN.R,KNMK,0,Not Given,68,Namakkal
HARIGARA SIVAM.T.A,BSP, 2 ,Others,34,Namakkal
KARTHIKEYAN.P,IND,0,Others,29,Namakkal
KUMAR,IND,0,Others,50,Namakkal
LINGAPPAN.V,UMK,0,8th Pass,62,Namakkal
MAHESWARAN.N,DMDK,0,Graduate Professional,30,Namakkal
MATHIYALAGAN.N,IND, 1 ,8th Pass,41,Namakkal
MURALI.V,IND,0,Graduate,42,Namakkal
NAVALMANI.A.N,IND,0,5th Pass,49,Namakkal
PANNEERSELVAM.S,IND,0,10th Pass,45,Namakkal
RAMASAMY.N,IND,0,Illiterate,59,Namakkal
RAVI.A,IND,0,8th Pass,28,Namakkal
RAVI.R,IND,0,5th Pass,35,Namakkal
SELVARAJ.K,SP,0,12th Pass,30,Namakkal
SENGODAN.P,IND,0,Graduate,61,Namakkal
SUBRAMANI.S,IND,0,10th Pass,39,Namakkal
SUBRAMANIAM.R.P,IND,0,Others,55,Namakkal
SURESH GANDHI.K,BJP,0,Others,26,Namakkal
THANGAVEL.S,IND,0,Others,56,Namakkal
THANIYARASU.U,IND,0,Post Graduate,42,Namakkal
THARMALINGAM.M,IND,0,8th Pass,27,Namakkal
VAIRAM TAMILARASI.V,ADMK,0,Post Graduate,52,Namakkal
VIVEKANANDHAM.K.S,IND,0,Others,39,Namakkal
YOGARAJ.R,IND,0,Illiterate,35,Namakkal
RAJA A,DMK,0,Graduate Professional,46,Nilgiris
ARUMUGAM P,IND,0,Not Given,33,Nilgiris
BHADIRAN S,KNMK,0,10th Pass,40,Nilgiris
GURUMURTHY S,BJP, 3 ,12th Pass,29,Nilgiris
KRISHNAN C,MDMK,0,Graduate Professional,72,Nilgiris
KRISHNAN M,BSP,0,Post Graduate,57,Nilgiris
NAGARAJU G,IND,0,12th Pass,38,Nilgiris
SELVAM K,IND,0,10th Pass,48,Nilgiris
SELVARAJ S,DMDK,0,8th Pass,46,Nilgiris
SIVARAJ P,IND,0,Graduate,27,Nilgiris
SUJITH KUMAR C,IND,0,8th Pass,32,Nilgiris
THANGA PANDIAN R,IND, 2 ,Not Given,38,Nilgiris
VELMURUGAN C,IND,0,10th Pass,59,Nilgiris
VIJAYARAJ M,RPI(A),0,10th Pass,35,Nilgiris
"NAPOLEON,D.",DMK,0,Graduate,46,Perambalur
"ANNALAKSHMI, S.",IND,0,5th Pass,42,Perambalur
"ARULMANI,C.",Akila India Vallalar Peravai,0,Literate,52,Perambalur
"BALASUBRAMANIAN,K.K.",ADMK,0,8th Pass,58,Perambalur
"ERAMASAMY, K.",IND,0,5th Pass,44,Perambalur
"GNANAPRAGASHAM, P.S.",IND,0,Not Given,46,Perambalur
"GUNASEKARAN, A.",IND,0,Post Graduate,36,Perambalur
"ILANGOVAN, R.",IND,0,12th Pass,62,Perambalur
"JAYARAMAN, A.",IND,0,Graduate,42,Perambalur
"KAMARAJ, DURAI.",DMDK,0,12th Pass,35,Perambalur
"KANDASAMY, S.",IND,0,Literate,62,Perambalur
"PONNAMMAL, S.",IND, 2 ,Graduate,27,Perambalur
"PRINCE BUCKTHA SINGH, D.",IND,0,10th Pass,57,Perambalur
"RENGARASU, M.",IND,0,10th Pass,49,Perambalur
"SELVARAJ,G.",BSP,0,Graduate,47,Perambalur
"SENTHIL KUMAR, N.",RKSP,0,10th Pass,31,Perambalur
"SINGARAM, K.",IND,0,Post Graduate,54,Perambalur
"SRINIVASAN, V.",MMKA,0,Post Graduate,65,Perambalur
"STALIN, R.",LJP,0,Graduate,38,Perambalur
"SUNDARAVIJAYAN, R.",SP,0,Graduate,35,Perambalur
"THANGAMANI, K.",IND,0,Post Graduate,67,Perambalur
SUGUMAR.K,ADMK,0,Graduate,49,Pollachi
APPAS.K.S,IND,0,5th Pass,34,Pollachi
BABA RAMESH.V.S,BJP,0,Graduate,43,Pollachi
BEST S.RAMASAMY,KNMK,0,Graduate,63,Pollachi
KRISHNAKUMAR.S,TDK,0,8th Pass,26,Pollachi
MURTHY.T,BSP,0,Graduate,32,Pollachi
RAJAN.P,IND,0,10th Pass,38,Pollachi
RAJENDRAN.M,IND,0,Others,50,Pollachi
RAMASAMY.M,IND,0,8th Pass,54,Pollachi
RAMEJA BAGAM.S.T,Samata Party,0,10th Pass,50,Pollachi
SATHASIVAMOORTHY.R,IND,0,8th Pass,36,Pollachi
SHANMUGASUNDARAM.K,DMK,0,12th Pass,45,Pollachi
SUKUMAR.P,IND,0,8th Pass,42,Pollachi
SURESH.P,SP,0,10th Pass,26,Pollachi
THANGAVEL.K.P,DMDK,0,12th Pass,47,Pollachi
UMMAR.E,MAMAK,0,5th Pass,47,Pollachi
VELMURUGAN.V,Akila India Vallalar Peravai,0,Not Given,32,Pollachi
VENKATESH.R,IND,0,Graduate,37,Pollachi
SIVAKUMAR @ J.K. RITHEESH. K,DMK, 2 ,Graduate,36,Ramanathapuram
BALAMURUGAN,IND,0,Not Given,27,Ramanathapuram
BASKARAN. P,IND,0,8th Pass,59,Ramanathapuram
CHELLA DURAI. K,IND, 1 ,Graduate,40,Ramanathapuram
JAHANGEER. M.I,IND, 1 ,Graduate,41,Ramanathapuram
KALIMUTHU. K,IND,0,8th Pass,56,Ramanathapuram
MOHAMMED ABITH ALI. R,JMM,0,8th Pass,40,Ramanathapuram
MURUGENDRAN. G,IND,0,Graduate Professional,31,Ramanathapuram
PRISCILLA PANDIAN,BSP,0,Graduate Professional,39,Ramanathapuram
SALEEMULLA KHAN S,MAMAK, 9 ,10th Pass,37,Ramanathapuram
SATHIAMOORTHY. V,ADMK, 1 ,Graduate Professional,64,Ramanathapuram
SCHWARTZ DURAI. S,IND, 1 ,Graduate,37,Ramanathapuram
SHANMUGAIYA PANDIAN. S,IND,0,10th Pass,45,Ramanathapuram
SINGAI JINNAH. S,DMDK,0,Post Graduate,39,Ramanathapuram
THIRUNNAVUKKARASAR. SU,BJP,0,Post Graduate,60,Ramanathapuram
SEMMALAI S,ADMK, 2 ,Graduate Professional,63,Salem
ALAGAAPURAM R MOHANRAJ,DMDK,0,12th Pass,55,Salem
ANDHRAPRAKASH A,PPOI,0,Graduate,56,Salem
ANNADURAI M,Akila India Vallalar Peravai,0,Not Given,42,Salem
ASHOK SAMRAJ M,KNMK,0,5th Pass,39,Salem
BALASUBRAMANI R,BSP,0,Others,37,Salem
CHANDRASEKARAN G,IND,0,10th Pass,26,Salem
CHINNAN N,IND,0,8th Pass,53,Salem
DHAMODHARAN N B,IND,0,Illiterate,32,Salem
GANESH M.A.S.S,AITC,0,10th Pass,46,Salem
GOVANAM THANGAVEL K S,IND,0,Literate,50,Salem
JAYAVENUGOPAL C D,IND,0,10th Pass,58,Salem
KOWSALYA C,IND,0,10th Pass,38,Salem
KRISHNAN M,IND,0,Post Graduate,48,Salem
MAHESWARAN V,IND,0,Graduate Professional,28,Salem
MUNIYAPPAN A,IND,0,Literate,37,Salem
MUTHUSAMY P,IND,0,8th Pass,34,Salem
NALLATHAMBI PO,IND,0,5th Pass,48,Salem
NANDAGOPAL K,IND,0,Others,60,Salem
PERIYASAMY T,IND,0,Not Given,45,Salem
SELLADURAI C,IND,0,Post Graduate,32,Salem
SHAHJAHAN M A,IND,0,Graduate Professional,38,Salem
THANGKABALU K V,INC,0,Post Graduate,59,Salem
CHIDAMBARAM P,INC,0,Post Graduate,63,Sivaganga
AANANDAN V.S.K.S.,IND,0,Not Given,46,Sivaganga
ABUPACKER SITHIK J,IND, 1 ,Not Given,38,Sivaganga
ALAGAPPAN ARU.,IND,0,Not Given,71,Sivaganga
ALAGAPPAN PL,IND,0,Not Given,47,Sivaganga
ARIMAZHAM THIYAGI SUBRAMANIAN MUTHARAIYAR M,IND,0,Not Given,73,Sivaganga
CHITHAMBARAM S,IND,0,Not Given,60,Sivaganga
DEVAR M.G.,BSP,0,Not Given,53,Sivaganga
GUNASEKARAN P,IND,0,Not Given,47,Sivaganga
KARMEGAM K,IND,0,Not Given,42,Sivaganga
MALAIRAJ P,IND,0,Not Given,42,Sivaganga
RADHAKRISHNAN A,IND,0,Not Given,54,Sivaganga
RAJAGOPAL S,IND,0,Not Given,35,Sivaganga
RAJIV R,IND,0,Not Given,26,Sivaganga
RAMASAMY R.A.,PT,0,Not Given,51,Sivaganga
SAKTHIVEL K,MMKA,0,Not Given,49,Sivaganga
SAMUDRAM KALAIMANI K,IND,0,Not Given,53,Sivaganga
THOOTHAI SELVAM M,IND,0,Not Given,41,Sivaganga
BAALU T R,DMK,0,Graduate,67,Sriperumbudur
ARUN SUBRAMANIAN M,DMDK,0,Graduate Professional,57,Sriperumbudur
AYODHI L,IND,0,Post Graduate,45,Sriperumbudur
BALU D,IND,0,Literate,62,Sriperumbudur
BHARATHI K,CPI(ML)(L),0,Post Graduate,28,Sriperumbudur
CHANDRU K,IND,0,Post Graduate,31,Sriperumbudur
DHARMASATHYAMURTHY V,IND,0,Not Given,30,Sriperumbudur
DURAIRAJ L,IND,0,10th Pass,50,Sriperumbudur
EZHILARASU M,IND,0,Graduate,25,Sriperumbudur
JAMES SELVAM C,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,8th Pass,37,Sriperumbudur
KALAISELVAN T,IND,0,10th Pass,28,Sriperumbudur
KARIKALAN C,IND,0,Post Graduate,33,Sriperumbudur
KARTHIKEYAN T,IND,0,Post Graduate,35,Sriperumbudur
KATTU RAJA N,IND,0,5th Pass,38,Sriperumbudur
KUMAR S,IND,0,Graduate,41,Sriperumbudur
LAKSHMI S,IND,0,Post Graduate,74,Sriperumbudur
MADHAVARAJ K V,IND,0,12th Pass,42,Sriperumbudur
MANIMARAN S,IND,0,8th Pass,29,Sriperumbudur
MAYA RAMACHANDRAN,THPI,0,Post Graduate,32,Sriperumbudur
MINNAL SRINIVASAN,IND,0,Post Graduate,38,Sriperumbudur
MOORTHY A K,PMK, 1 ,Post Graduate,45,Sriperumbudur
NAGARAJAN P,IND,0,Not Given,37,Sriperumbudur
PADMANABHAN S,IND,0,Not Given,37,Sriperumbudur
RAJAPPA B,BSP,0,8th Pass,46,Sriperumbudur
RAMESH R,IND,0,Graduate,30,Sriperumbudur
SAMPATH T,IND,0,Post Graduate,44,Sriperumbudur
SHANMUGAM G,IND,0,Not Given,68,Sriperumbudur
SWARNASREE P,PPOI,0,12th Pass,38,Sriperumbudur
THAYUMANA GURU AYYANAR,Akila India Vallalar Peravai,0,Post Graduate,57,Sriperumbudur
VARATHARAJAN T,SHS,0,Graduate,63,Sriperumbudur
VELMURUGAN T N,IND,0,10th Pass,45,Sriperumbudur
VIJAYAKUMAR S,LJP,0,12th Pass,28,Sriperumbudur
LINGAM P,CPI,0,Graduate,43,Tenkasi
BALAKRISHNAN S,IND,0,Not Given,60,Tenkasi
INBARAJ K,DMDK,0,Others,35,Tenkasi
JOTHIRAJ M,SP,0,Graduate,58,Tenkasi
KRISHNAN K,BSP,0,8th Pass,51,Tenkasi
"KRISHNASAMY, DR. K",PT,0,Post Graduate,57,Tenkasi
LAKSHMANAN R,IND,0,Literate,40,Tenkasi
RAMACHANDRAN E,IND,0,5th Pass,45,Tenkasi
VELLAIPANDI G,INC,0,Graduate Professional,44,Tenkasi
PALANIMANICKAM.S.S,DMK,0,Graduate Professional,58,Thanjavur
BALU (A) BALAN,IND,0,Literate,37,Thanjavur
DURAI.BALAKRISHNAN,MDMK,0,10th Pass,64,Thanjavur
KARTHIKEYAN.K,IND,0,Post Graduate,38,Thanjavur
MURUGARAJ.D,IND,0,8th Pass,30,Thanjavur
PRASANNA.S,IND,0,10th Pass,26,Thanjavur
RAJAMANI.K,IND,0,10th Pass,54,Thanjavur
SARAVANAN.S,BSP,0,Post Graduate,40,Thanjavur
SIVAKUMAR.S,IND,0,10th Pass,31,Thanjavur
SOZHAMANNAR KANAKARAJA.K,IND,0,Post Graduate,63,Thanjavur
VEERAMANI.S,SP,0,10th Pass,42,Thanjavur
VIJAYALAKSHMI.S,IND,0,10th Pass,37,Thanjavur
AARON RASHID.J.M,INC,0,12th Pass,59,Theni
JAMES.G,IND,0,10th Pass,75,Theni
KAVITHA,BSP,0,Others,25,Theni
KRISHNAVENI.N,IND,0,8th Pass,40,Theni
MANI.S,IND,0,5th Pass,41,Theni
MURUGESAN.S.P,IND,0,Graduate Professional,45,Theni
NACHIMUTHU.P,IND,0,Illiterate,54,Theni
NAGAMANI SENTHIL.R,IND,0,Post Graduate,30,Theni
PANDI,IND,0,Illiterate,44,Theni
PANDIAN.P,IND,0,5th Pass,45,Theni
PARVATHI.A,BJP,0,10th Pass,39,Theni
PERUMALSAMY.S,IND,0,Graduate,64,Theni
POMMURAJ.M,IND, 1 ,5th Pass,49,Theni
RAJAVEL,IND,0,10th Pass,43,Theni
RENGANATHAN,IND,0,10th Pass,35,Theni
SANTHANAM.M.G.,DMDK,0,5th Pass,54,Theni
SELVARAJ,IND,0,10th Pass,42,Theni
SELVARAJAN.P,PT,0,Graduate,38,Theni
TAMIL SELVAN.S,IND,0,10th Pass,40,Theni
THANGA TAMILSELVAN,ADMK, 7 ,Post Graduate,48,Theni
THIRUMOORTHY,IND,0,Not Given,35,Theni
VETRICHELVAN,IND,0,10th Pass,33,Theni
JEYADURAI S R,DMK,0,Graduate,40,Thoothukkudi
ARUNKUMAR PUVI ARASU S,IND,0,Post Graduate,30,Thoothukkudi
CYNTHIA PANDIAN DR,ADMK,0,Doctorate,63,Thoothukkudi
KANDIVEL P,IND,0,Not Given,50,Thoothukkudi
PONRAJ T,IND,0,Not Given,37,Thoothukkudi
PRABHAKARAN P,IND,0,Not Given,29,Thoothukkudi
RAGHUPATHI S,IND,0,Not Given,36,Thoothukkudi
RAMKUMAR V,IND,0,Not Given,45,Thoothukkudi
SUNDARAVEL K,IND,0,Not Given,45,Thoothukkudi
SUNTHER M S,DMDK,0,Others,36,Thoothukkudi
KUMAR.P,ADMK,0,Graduate Professional,37,Tiruchirappalli
ANANTHA RAJA.V,IND, 1 ,Graduate,43,Tiruchirappalli
ASAITHAMBI.P,CPI(ML)(L), 1 ,Graduate Professional,37,Tiruchirappalli
BABY KAMITHA BANU.M,IND,0,Graduate,35,Tiruchirappalli
CHINNADURAI.A,IND,0,10th Pass,46,Tiruchirappalli
GUNASEKARAN.K,Akila India Vallalar Peravai,0,10th Pass,59,Tiruchirappalli
JAFARUNNISHA. A,IND,0,10th Pass,42,Tiruchirappalli
KALYANASUNDARAM. N,BSP,0,12th Pass,56,Tiruchirappalli
LALITHA KUMARAMANGALAM.R,BJP,0,Graduate Professional,51,Tiruchirappalli
MANSOOR ALI KHAN.A,IND, 1 ,8th Pass,46,Tiruchirappalli
MOHAMMED IQBAL. A. K. S,IND,0,Graduate,43,Tiruchirappalli
